zero-upcrossing period(s);significant wave height (m)
7.90912442688357;6.63141102040997
7.91988380784982;6.62899421759185
7.93063132272813;6.62644334326326
7.94136699533784;6.62375852967496
7.95209084949549;6.62093991339546
7.9628029090139;6.61798763521265
7.97350319770127;6.6149018400318
7.98419173936019;6.61168267677359
7.9948685577868;6.60833029827033
8.00553367676988;6.60484486116045
8.01618712008995;6.60122652578583
8.02682891151846;6.59747545608052
8.03745907481692;6.59359181946689
8.04807763373605;6.58957578674199
8.05868461201501;6.58542753197094
8.06928003338055;6.58114723237319
8.07986392154626;6.5767350682099
8.09043630021179;6.57219122267046
8.10099719306205;6.56751588175599
8.11154662376651;6.56270923416435
8.12208461597846;6.55777147117274
8.13261119333425;6.55270278651656
8.14312637945262;6.5475033762721
8.153630197934;6.54217343873285
8.16412267235978;6.53671317428892
8.17460382629172;6.53112278530168
8.18507368327119;6.52540247597946
8.19553226681862;6.51955245225143
8.2059796004328;6.51357292163838
8.21641570759027;6.50746409312571
8.22684061174472;6.50122617703215
8.23725433632634;6.49485938487741
8.24765690474133;6.48836392925021
8.25804834037121;6.48174002367309
8.26842866657229;6.47498788246739
8.27879790667516;6.46810772061402
8.28915608398404;6.46109975361658
8.29950322177635;6.45396419736006
8.30983934330211;6.44670126796933
8.32016447178346;6.43931118166496
8.3304786304141;6.43179415461901
8.34078184235885;6.42415040280792
8.35107413075317;6.41638014186402
8.36135551870261;6.40848358692597
8.37162602928238;6.4004609524858
8.38188568553692;6.39231245223674
8.39213451047939;6.38403829891635
8.40237252709128;6.37563870414978
8.41259975832194;6.36711387829069
8.42281622708817;6.35846403025915
8.4330219562738;6.34968936737814
8.44321696872931;6.34079009520913
8.45340128727137;6.33176641738298
8.4635749346825;6.32261853543091
8.47373793371067;6.31334664861161
8.48389030706895;6.30395095373677
8.49403207743508;6.2944316449939
8.50416326745118;6.28478891376629
8.51428389972335;6.27502294845121
8.52439399682138;6.26513393427453
8.53449358127835;6.25512205310251
8.54458267559032;6.24498748325146
8.55466130221607;6.23473039929403
8.56472948357667;6.22435097186184
8.57478724205528;6.2138493674454
8.58483459999681;6.20322574819102
8.5948715797076;6.1924802716938
8.60489820345513;6.18161309078684
8.61491449346784;6.17062435332711
8.62492047193472;6.15951420197754
8.63491616100512;6.14828277398488
8.64490158278847;6.1369302009537
8.65487675935403;6.1254566086155
8.66484171273066;6.11386211659388
8.67479646490652;6.10214683816525
8.68474103782891;6.09031088001403
8.69467545340394;6.07835434198317
8.70459973349644;6.06627731681997
8.71451389992962;6.05407988991555
8.72441797448488;6.04176213903927
8.73431197890169;6.02932413406749
8.74419593487728;6.01676593670539
8.75406986406647;6.00408760020345
8.76393378808155;5.99128916906652
8.773787728492;5.97837067875646
8.78363170682431;5.96533215538741
8.79346574456191;5.95217361541372
8.80328986314491;5.93889506530985
8.81310408396991;5.92549650124241
8.82290842838991;5.91197790873366
8.83270291771415;5.89833926231595
8.8424875732079;5.88458052517718
8.85226241609233;5.87070164879652
8.86202746754445;5.85670257257018
8.8717827486968;5.84258322342634
8.88152828063754;5.82834351542972
8.89126408441008;5.81398334937392
8.9009901810132;5.79950261236245
8.91070659140068;5.78490117737674
8.92041333648146;5.77017890283141
8.93011043711918;5.75533563211542
8.93979791413247;5.74037119311931
8.94947578829449;5.7252853977469
8.95914408033305;5.71007804141185
8.96880281093047;5.69474890251712
8.97845200072337;5.67929774191759
8.98809167030281;5.66372430236427
8.9977218402139;5.64802830792979
9.00734253095604;5.63220946341363
9.0169537629826;5.61626745372676
9.02655555670096;5.60020194325405
9.03614793247242;5.58401257519385
9.04573091061207;5.56769897087309
9.05530451138885;5.55126072903716
9.06486875502534;5.53469742511292
9.07442366169788;5.51800861044351
9.08396925153632;5.5011938114935
9.09350554462413;5.48425252902306
9.10303256099814;5.46718423722905
9.11255032064888;5.44998838285153
9.12205884352008;5.43266438424392
9.13155814950888;5.41521163040452
9.14104825846593;5.39762947996756
9.15052919019493;5.37991726015129
9.16000096445304;5.36207426566081
9.16946360095048;5.34409975754322
9.17891711935094;5.32599296199202
9.1883615392711;5.30775306909809
9.1977968802809;5.28937923154409
9.20722316190338;5.27087056323893
9.21664040361478;5.25222613788865
9.22604862484451;5.23344498749997
9.23544784497471;5.21452610081259
9.24483808334131;5.19546842165538
9.25421935923282;5.17627084722232
9.26359169189092;5.15693222626267
9.27295510051047;5.13745135718026
9.28230960423955;5.1178269860358
9.29165522217908;5.09805780444622
9.30099197338332;5.07814244737387
9.31031987685944;5.05807949079874
9.31963895156787;5.03786744926538
9.32894921642209;5.01750477329629
9.33825069028885;4.9969898466625
9.34754339198801;4.97632098350132
9.35682734029246;4.95549642527058
9.36610255392843;4.93451433752745
9.37536905157543;4.91337280651949
9.38462685186593;4.8920698355737
9.39387597338633;4.87060334126891
9.40311643467532;4.84897114937501
9.41234825422589;4.82717099054108
9.42157145048387;4.80520049571324
9.43078604184857;4.78305719126069
9.43999204667265;4.7607384937868
9.44918948326228;4.73824170459969
9.45837836987743;4.71556400381442
9.46755872473103;4.69270244405599
9.47673056598974;4.66965394372924
9.48589391177446;4.64641527981864
9.49504878015868;4.62298308017674
9.50419518917056;4.59935381525582
9.5133331567914;4.57552378923258
9.52246270095692;4.55148913047015
9.53158383955561;4.52724578125561
9.54069659043085;4.50278948674391
9.54980097137989;4.47811578303211
9.55889700015331;4.45321998427768
9.56798469445583;4.42809716876569
9.57706407194766;4.40274216381704
9.58613515024099;4.37714952941794
9.59519794690412;4.35131354043421
9.60425247945829;4.32522816725816
9.61329876538007;4.29888705471461
9.62233682209945;4.2722834990305
9.63136666700208;4.245410422645
9.64038831742739;4.2182603466072
9.64940179066911;4.19082536027132
9.65840710397601;4.16309708795797
9.66740427455198;4.13506665220085
9.67639331955495;4.10672463313999
9.68537425609814;4.07806102355434
9.69434710124933;4.04906517894616
9.70331187203251;4.01972576199255
9.71226858542518;3.99003068056571
9.72121725836042;3.95996701838481
9.73015790772715;3.92952095719715
9.73909055036859;3.89867768918563
9.74801520308413;3.86742131805469
9.75693188262902;3.83573474694947
9.76584060571213;3.80359955099489
9.7747413890003;3.77099583178781
9.78363424911476;3.73790205061036
9.79251920263178;3.70429483642411
9.80139626608389;3.67014876381139
9.81026545596136;3.63543609489396
9.81912678870881;3.60012647780365
9.82798028072601;3.56418659239653
9.8368259483715;3.52757973144786
9.84566380795782;3.49026530232916
9.85449387575389;3.45219822986092
9.86331616798729;3.41332823523056
9.87213070083941;3.37359895794964
9.88093749044966;3.33294687687804
9.88973655291262;3.29129997098317
9.89852790428265;3.24857603859121
9.90731156056851;3.20468056206922
9.91608753773727;3.15950395773932
9.9248558517099;3.11291797943188
9.93361651836662;3.06477093322492
9.94236955354764;3.01488118387266
9.95111497304819;2.96302814147596
9.95985279261641;2.90893941743272
9.96858302796425;2.85227194654957
9.97730569476013;2.79258319586802
9.98602080862705;2.72928523320233
9.99472838514807;2.66156722486727
10.0034284398637;2.58825489980604
10.0121209882717;2.50752996150018
10.0208060458318;2.41628794576049
10.0294836279544;2.30832020055376
10.0381537500128;2.16662108512587
10.0294836279544;1.4705004729125
10.0208060458318;1.3796428050915
10.0121209882717;1.30559471704395
10.0034284398637;1.24214441815415
9.99472838514807;1.18618433572845
9.98602080862705;1.13589309577113
9.97730569476013;1.09009338165149
9.96858302796425;1.04797134682144
9.95985279261641;1.00893607968398
9.95111497304819;0.972542101994713
9.94236955354764;0.938443438010461
9.93361651836662;0.906364823864539
9.9248558517099;0.876082830165192
9.91608753773727;0.847413018375952
9.90731156056851;0.820200927859853
9.89852790428265;0.794315582626599
9.88973655291262;0.769644706337811
9.88093749044966;0.746091126076437
9.87213070083941;0.723570022427967
9.86331616798729;0.702006794283856
9.85449387575389;0.681335378168763
9.84566380795782;0.66149690903374
9.8368259483715;0.642438641273369
9.82798028072601;0.624113070637869
9.81912678870881;0.60647721306873
9.81026545596136;0.589492007434077
9.80139626608389;0.573121817056013
9.79251920263178;0.557334010723811
9.78363424911476;0.542098608197247
9.7747413890003;0.527387978438665
9.76584060571213;0.513176581266823
9.75693188262902;0.499440745008923
9.74801520308413;0.486158474182614
9.73909055036859;0.473309282376114
9.73015790772715;0.460874046386836
9.72121725836042;0.44883487838901
9.71226858542518;0.437175013464141
9.70331187203251;0.425878710282709
9.69434710124933;0.414931163093041
9.68537425609814;0.404318423470869
9.67639331955495;0.394027330527593
9.66740427455198;0.384045448476391
9.65840710397601;0.374361010619968
9.64940179066911;0.364962868962541
9.64038831742739;0.35584044876261
9.63136666700208;0.346983707439869
9.62233682209945;0.338383097329857
9.61329876538007;0.33002953184859
9.60425247945829;0.3219143546872
9.59519794690412;0.314029311705955
9.58613515024099;0.306366525238469
9.57706407194766;0.298918470553801
9.56798469445583;0.291677954254007
9.55889700015331;0.284638094412403
9.54980097137989;0.277792302279511
9.54069659043085;0.271134265405135
9.53158383955561;0.264657932040787
9.52246270095692;0.258357496702815
9.5133331567914;0.252227386789404
9.50419518917056;0.246262250156158
9.49504878015868;0.240456943564879
9.48589391177446;0.234806521929617
9.47673056598974;0.22930622829123
9.46755872473103;0.223951484459188
9.45837836987743;0.218737882264951
9.44918948326228;0.213661175377271
9.43999204667265;0.208717271634036
9.43078604184857;0.203902225849876
9.42157145048387;0.199212233062598
9.41234825422589;0.194643622184733
9.40311643467532;0.190192850029705
9.39387597338633;0.185856495684824
9.38462685186593;0.181631255205702
9.37536905157543;0.177513936609089
9.36610255392843;0.173501455142758
9.35682734029246;0.169590828813332
9.34754339198801;0.165779174154139
9.33825069028885;0.162063702216891
9.32894921642209;0.158441714772258
9.31963895156787;0.154910600705516
9.31031987685944;0.15146783259471
9.30099197338332;0.14811096345957
9.29165522217908;0.144837623670475
9.28230960423955;0.141645518007494
9.27295510051047;0.138532422860289
9.26359169189092;0.135496183560414
9.25421935923282;0.13253471183805
9.24483808334131;0.12964598339592
9.23544784497471;0.126828035593553
9.22604862484451;0.124078965235575
9.21664040361478;0.121396926458149
9.20722316190338;0.118780128708164
9.1977968802809;0.116226834809922
9.1883615392711;0.113735359114729
9.17891711935094;0.111304065728841
9.16946360095048;0.108931366815656
9.16000096445304;0.106615720968253
9.15052919019493;0.104355631648676
9.14104825846593;0.10214964569052
9.13155814950888;0.0999963518616401
9.12205884352008;0.0978943794840234
9.11255032064888;0.0958423971079531
9.10303256099814;0.0938391112378793
9.09350554462413;0.0918832651074737
9.08396925153632;0.0899736375015494
9.07442366169788;0.0881090416226496
9.06486875502534;0.0862883240002075
9.05530451138885;0.0845103634403338
9.04573091061207;0.0827740700144047
9.03614793247242;0.0810783840846711
9.02655555670096;0.0794222753652628
9.0169537629826;0.0778047420170255
9.00734253095604;0.076224809774723
8.9977218402139;0.0746815311051922
8.98809167030281;0.073173984395151
8.97845200072337;0.0717012731673743
8.96880281093047;0.0702625253241077
8.95914408033305;0.0688568924164991
8.94947578829449;0.0674835489390868
8.93979791413247;0.0661416916482231
8.93011043711918;0.0648305389035558
8.92041333648146;0.0635493300315595
8.91070659140068;0.0622973247103363
8.9009901810132;0.0610738023747644
8.89126408441008;0.0598780616412662
8.88152828063754;0.0587094197513907
8.8717827486968;0.0575672120335328
8.86202746754445;0.0564507913820594
8.85226241609233;0.0553595277532319
8.8424875732079;0.0542928076772332
8.83270291771415;0.0532500337857829
8.82290842838991;0.052230624354688
8.81310408396991;0.0512340128608389
8.80328986314491;0.0502596475530978
8.79346574456191;0.0493069910365946
8.78363170682431;0.0483755198699301
8.773787728492;0.0474647241748485
8.76393378808155;0.0465741072579403
8.75406986406647;0.0457031852439293
8.74419593487728;0.0448514867201635
8.73431197890169;0.0440185523919118
8.72441797448488;0.0432039347481083
8.71451389992962;0.0424071977371477
8.70459973349644;0.0416279164524632
8.69467545340394;0.040865676827458
8.68474103782891;0.040120075339575
8.67479646490652;0.0393907187231405
8.66484171273066;0.0386772236906792
8.65487675935403;0.0379792166624871
8.64490158278847;0.0372963335041317
8.63491616100512;0.0366282192716147
8.62492047193472;0.0359745279640083
8.61491449346784;0.0353349222832793
8.60489820345513;0.0347090734010488
8.5948715797076;0.0340966607321232
8.58483459999681;0.0334973717145346
8.57478724205528;0.0329109015959137
8.56472948357667;0.0323369532259759
8.55466130221607;0.031775236854918
8.54458267559032;0.0312254699375641
8.53449358127835;0.0306873769430959
8.52439399682138;0.0301606891701514
8.51428389972335;0.0296451445671317
8.50416326745118;0.0291404875575879
8.49403207743508;0.0286464688705285
8.48389030706895;0.0281628453754532
8.47373793371067;0.0276893799219991
8.4635749346825;0.0272258411840899
8.45340128727137;0.0267720035083871
8.44321696872931;0.026327646766963
8.4330219562738;0.0258925562140557
8.42281622708817;0.0254665223467577
8.41259975832194;0.0250493407695939
8.40237252709128;0.0246408120627471
8.39213451047939;0.0242407416539825
8.38188568553692;0.0238489396940394
8.37162602928238;0.0234652209354066
8.36135551870261;0.0230894046144365
8.35107413075317;0.0227213143366784
8.34078184235885;0.0223607779652656
8.3304786304141;0.0220076275124112
8.32016447178346;0.0216616990337647
8.30983934330211;0.0213228325256676
8.29950322177635;0.0209908718251603
8.28915608398404;0.0206656645126708
8.27879790667516;0.0203470618173496
8.26842866657229;0.0200349185249015
8.25804834037121;0.0197290928879113
8.24765690474133;0.0194294465385294
8.23725433632634;0.0191358444035652
8.22684061174472;0.0188481546217343
8.21641570759027;0.0185662484631839
8.2059796004328;0.0182900002511066
8.19553226681862;0.0180192872854781
8.18507368327119;0.0177539897687686
8.17460382629172;0.0174939907336069
8.16412267235978;0.0172391759724246
8.153630197934;0.0169894339688651
8.14312637945262;0.0167446558310382
8.13261119333425;0.016504735226541
8.12208461597846;0.0162695683191237
8.11154662376651;0.0160390537070952
8.10099719306205;0.0158130923632397
8.09043630021179;0.0155915875764135
8.07986392154626;0.0153744448945525
8.06928003338055;0.0151615720692192
8.05868461201501;0.0149528790016145
8.04807763373605;0.0147482776899309
8.03745907481692;0.0145476821781104
8.02682891151846;0.0143510085059205
8.01618712008995;0.0141581746602736
8.00553367676988;0.0139691005279208
7.9948685577868;0.0137837078492037
7.98419173936019;0.0136019201731649
7.97350319770127;0.013423662813644
7.9628029090139;0.0132488628066467
7.95209084949549;0.0130774488687283
7.94136699533784;0.0129093513564539
7.93063132272813;0.0127445022269083
7.91988380784982;0.0125828349991927
7.90912442688357;0.0124242847169474
7.89835315600827;0.0122687879117935
7.88756997140199;0.0121162825676873
7.87677484924297;0.0119667080862472
7.86596776571063;0.0118200052528887
7.85514869698665;0.0116761162038705
7.84431761925595;0.0115349843941631
7.83347450870781;0.0113965545661049
7.82261934153693;0.0112607727188687
7.81175209394453;0.011127586078745
7.80087274213948;0.0109969430700636
7.78998126233943;0.0108687932869731
7.77907763077196;0.0107430874658472
7.76816182367577;0.0106197774584322
7.75723381730185;0.010498816205613
7.74629358791471;0.0103801577119142
7.73534111179362;0.0102637570205857
7.72437636523384;0.0101495701893152
7.71339932454789;0.010037554266561
7.70240996606685;0.00992766726851467
7.69140826614167;0.00981986815655924
7.68039420114452;0.00971411681534468
7.66936774747009;0.00961037403140236
7.65832888153703;0.00950860147229225
7.64727757978929;0.00940876166623096
7.63621381869758;0.00931081798233216
7.62513757476075;0.00921473461115337
7.61404882450733;0.00912047654598588
7.60294754449695;0.00902800956430811
7.59183371132186;0.00893730020997313
7.58070730160849;0.00884831577564677
7.56956829201894;0.00876102428575697
7.55841665925264;0.00867539447990956
7.54725238004785;0.0085913957965994
7.53607543118339;0.00850899835741962
7.52488578948018;0.00842817295160594
7.51368343180301;0.00834889102099736
7.50246833506217;0.00827112464537446
7.49124047621521;0.00819484652810021
7.47999983226866;0.00812002998216749
7.46874638027985;0.00804664891655797
7.45748009735866;0.00797467782301449
7.44620096066937;0.00790409176297944
7.43490894743253;0.00783486635503395
7.4236040349268;0.00776697776250458
7.41228620049091;0.00770040268147486
7.40095542152557;0.00763511832903588
7.38961167549542;0.00757110243178168
7.37825493993105;0.00750833321474156
7.36688519243102;0.00744678939038551
7.3555024106639;0.00738645014805743
7.34410657237035;0.00732729514356666
7.33269765536526;0.00726930448912419
7.32127563753985;0.00721245874339388
7.30984049686386;0.00715673890191502
7.29839221138777;0.00710212638771511
7.28693075924499;0.00704860304213741
7.27545611865419;0.00699615111588945
7.26396826792154;0.00694475326029937
7.25246718544305;0.0068943925188589
7.24095284970696;0.00684505231888866
7.22942523929611;0.00679671646347508
7.2178843328904;0.00674936912348867
7.20633010926919;0.00670299482994815
7.19476254731388;0.00665757846647999
7.18318162601036;0.00661310526200199
7.17158732445164;0.00656956078346631
7.15997962184041;0.00652693092903197
7.14835849749172;0.00648520192110133
7.13672393083559;0.00644436029976847
7.12507590141977;0.0064043929163089
7.11341438891249;0.00636528692681624
7.1017393731052;0.00632702978605559
7.09005083391543;0.00628960924148
7.07834875138964;0.0062530133273078
7.06663310570609;0.00621723035876866
7.05490387717783;0.00618224892654503
7.04316104625562;0.00614805789137058
7.03140459353098;0.00611464637856521
7.01963449973924;0.00608200377303526
7.00785074576261;0.0060501197139875
6.99605331263337;0.00601898409020039
6.98424218153698;0.00598858703504617
6.97241733381535;0.00595891892186689
6.96057875097006;0.00592997035941026
6.94872641466572;0.00590173218729389
6.93686030673326;0.0058741954716072
6.92498040917334;0.00584735150083967
6.91308670415979;0.00582119178146211
6.90117917404309;0.00579570803415538
6.88925780135387;0.00577089218959971
6.8773225688065;0.00574673638488007
6.86537345930267;0.00572323295947406
6.8534104559351;0.00570037445177004
6.84143354199118;0.00567815359546683
6.8294427009568;0.00565656331601159
6.81743791652005;0.00563559672724308
6.80541917257514;0.00561524712813007
6.79338645322627;0.00559550799948726
6.78133974279158;0.00557637300078147
6.7692790258071;0.00555783596717645
6.75720428703085;0.00553989090643115
6.74511551144687;0.00552253199603322
6.73301268426941;0.00550575358036811
6.72089579094709;0.00548955016790556
6.70876481716712;0.00547391642846698
6.69661974885967;0.00545884719067013
6.6844605722021;0.00544433743928322
6.67228727362345;0.00543038231280505
6.66009983980885;0.00541697710091443
6.64789825770401;0.00540411724216635
6.63568251451979;0.00539179832163164
6.62345259773681;0.00538001606868982
6.6112084951101;0.00536876635475062
6.59895019467382;0.00535804519117615
6.58667768474605;0.00534784872714742
6.57439095393357;0.0053381732475688
6.5620899911368;0.00532901517129491
6.54977478555469;0.00532037104889492
6.53744532668976;0.00531223756099796
6.52510160435311;0.00530461151637257
6.51274360866955;0.00529748985011175
6.50037133008278;0.00529086962193368
6.48798475936059;0.00528474801447935
6.47558388760016;0.00527912233157852
6.4631687062334;0.00527398999681437
6.45073920703234;0.00526934855171246
6.43829538211462;0.00526519565443719
6.42583722394899;0.0052615290781537
6.41336472536088;0.00525834670958209
6.40087787953808;0.00525564654768981
6.38837668003641;0.00525342670225785
6.37586112078552;0.00525168539242109
6.36333119609467;0.0052504209456036
6.35078690065866;0.00524963179602892
6.33822822956375;0.00524931648349437
6.32565517829371;0.00524947365239091
6.31306774273585;0.00525010205019261
6.30046591918721;0.00525120052655051
6.28784970436072;0.00525276803207614
6.27521909539149;0.00525480361727897
6.26257408984315;0.00525730643144624
6.2499146857142;0.00526027572172607
6.23724088144453;0.00526371083197532
6.2245526759219;0.00526761120185509
6.21185006848855;0.0052719763658454
6.19913305894784;0.00527680595233102
6.18640164757098;0.00528209968264792
6.17365583510383;0.00528785737024674
6.1608956227737;0.0052940789196666
6.14812101229634;0.0053007643258664
6.13533200588285;0.00530791367337512
6.12252860624678;0.00531552713533392
6.10971081661122;0.00532360497279127
6.09687864071599;0.00533214753389831
6.08403208282489;0.005341155253248
6.07117114773301;0.00535062865091184
6.05829584077411;0.00536056833191038
6.04540616782806;0.00537097498538613
6.03250213532838;0.00538184938392999
6.0195837502698;0.00539319238290041
6.00665102021591;0.0054050049197365
5.99370395330687;0.005417288013223
5.9807425582672;0.00543004276288014
5.96776684441364;0.00544327034839823
5.95477682166302;0.00545697202885686
5.9417725005403;0.00547114914211784
5.92875389218655;0.00548580310431308
5.91572100836713;0.00550093540907341
5.90267386147981;0.00551654762707541
5.88961246456305;0.00553264140519404
5.87653683130429;0.00554921846629773
5.86344697604835;0.00556628060814913
5.85034291380582;0.00558382970322768
5.83722466026164;0.00560186769792964
5.82409223178358;0.0056203966120581
5.81094564543095;0.00563941853814436
5.79778491896325;0.00565893564097497
5.78461007084894;0.00567895015690347
5.77142112027428;0.00569946439332397
5.75821808715219;0.00572048072802366
5.7450009921312;0.00574200160860514
5.73176985660448;0.00576402955203174
5.7185247027189;0.00578656714370899
5.70526555338413;0.00580961703717694
5.69199243228187;0.00583318195334019
5.67870536387509;0.00585726467982041
5.66540437341731;0.00588186807053881
5.65208948696199;0.0059069950448259
5.63876073137195;0.00593264858691069
5.62541813432883;0.00595883174523886
5.61206172434265;0.00598554763182109
5.59869153076137;0.00601279942150916
5.58530758378055;0.00604059035135508
5.57190991445304;0.00606892371989883
