"angle";"mean.Hs";"mean.U";"median.Hs";"median.U";"lower.Hs";"lower.U";"upper.Hs";"upper.U"
"300";1.30410024720016;0.415942123000672;1.30418687430443;0.415873604771113;1.29320469992175;0.415171990712176;1.31848243541868;0.418550781268281
"306";1.57270778992439;0.611096926132843;1.57164151798372;0.610190777716636;1.55357803378161;0.604344290919903;1.59258301801666;0.617696511476759
"312";1.8898360630907;0.896640505852977;1.88813450302088;0.89516234143599;1.8731280333248;0.89206840286396;1.91037724203398;0.903839716036448
"318";2.30629141978161;1.35916103686155;2.30646120580311;1.35976121283316;2.2537448822681;1.31478623865524;2.36363127108395;1.4072293130961
"324";2.9832461299821;2.29090926095931;2.97721658804556;2.28297679401041;2.8978678430045;2.20134543637319;3.06640661986709;2.37451659731404
"330";4.12218924653591;4.26361660576135;4.12201863353138;4.26583210140062;4.00351986405719;4.11639091232765;4.26695750972492;4.45393173561982
"336";7.82491637791881;12.5800779065802;7.81982327484823;12.5712373085119;7.61652737815087;12.2313386533743;8.04453967460486;12.9385201943849
"342";12.0063605626206;25.4492398354541;12.0108902208124;25.4700150513052;11.8323853650275;25.2064153746532;12.1644857116678;25.6184102867037
"348";12.644130938021;28.4497135464963;12.6443841145189;28.4503694978075;12.4788856697748;28.2479601741546;12.8205285224828;28.7048490475712
"354";12.6972938423349;28.9555247935838;12.6980271382931;28.9607487764223;12.5329148949623;28.7620139137674;12.8655787645506;29.133473469355
"360";12.6972938423349;29.6261236202043;12.6980271382931;29.6240307450921;12.5329148949623;29.4032871195828;12.8655787645506;29.8643550058638
