"angle";"mean.Hs";"mean.U";"median.Hs";"median.U";"lower.Hs";"lower.U";"upper.Hs";"upper.U"
"114";11.6330178523478;30.2424223418118;11.7223653500894;30.2815629933873;11.2486872817825;29.1064030665058;12.1618319279036;31.5541387746606
"120";11.3005781784494;30.0504882065972;11.348244188624;30.0655640401057;10.9550153488912;28.9368514969976;11.3981668938865;31.1132365617001
"126";10.6658042841929;29.5892979767523;10.702595723394;29.5964729719747;10.6337532976682;28.7034409541498;10.6941579278229;30.6017441077578
"132";9.27662227601325;28.3384728783216;9.35429080965221;28.382453774695;8.9965049158626;27.229255889652;9.33707553899449;29.3798216364113
"138";6.82820150027222;25.6192261232158;6.82462971528147;25.5729805050104;6.07961003048181;23.9897159255068;7.31624441594521;27.1354613007965
"144";4.33082405109813;22.1818809535802;4.28810064356344;22.0817477499481;3.65815568396217;20.6568699417109;5.10940167334868;24.0980028485636
"150";2.80820485323942;19.5446271423091;2.78102160173599;19.4714102784808;2.55475436856854;18.7457228023108;3.33177452758398;21.0190623151855
"156";1.93272535201137;17.5782679877516;1.92540496169552;17.5496638405855;1.91039324326113;17.298464019196;2.02158131169454;18.076320171378
"162";1.32091221952116;15.6953007820588;1.32010009249867;15.6867270096863;1.33573564739356;15.5298497968817;1.31217963070407;15.8930062965492
"168";0.772142755507419;13.1135434384975;0.771302353982864;13.1048366450512;0.767909944663846;12.8584398988837;0.774728309656192;13.3644966291684
"174";0.344189534873834;9.04184052803121;0.345250664117449;9.05122559133423;0.404234058055972;9.39829497048388;0.283233815805676;8.68823888743091
"180";0.344189534873832;0.253746006322559;0.345250664117448;0.253525477794755;0.40423405805597;0.256204227878134;0.283233815805675;0.24239332423987
"186";0.353518873055718;0.164983282743409;0.354696320746928;0.163656058112435;0.411795728529059;0.184259739114438;0.293490741112215;0.144805198693711
"192";0.357713931377035;0.145247085053922;0.358605072468729;0.145266827071574;0.41855078932611;0.152479676697273;0.297540839666628;0.125750983088261
"198";0.361752545968365;0.13281750741319;0.362874057621577;0.132128241746209;0.419915430311686;0.148279743601811;0.302116402863467;0.111668847564045
"204";0.365218839625959;0.125032084389082;0.366834504459942;0.123232932506148;0.42462658295103;0.137698321526368;0.300186898913638;0.116002584390755
"210";0.368454392467023;0.119427942477786;0.369059621950179;0.119378915960248;0.424004783047543;0.138775310551351;0.303981627617693;0.109429921474391
"216";0.37236737023483;0.11404219062297;0.372985330829585;0.1139756412336;0.435405979674557;0.12308290964219;0.309238590695681;0.102194332537264
"222";0.377073817722918;0.108815151142313;0.378606177972163;0.107733058053111;0.433819545575728;0.124844823206301;0.309545756152599;0.101853190736687
"228";0.382302103406798;0.104107581567804;0.385301990036387;0.101704121790625;0.439577432533509;0.119660398502906;0.315232546048969;0.0967327821149241
"234";0.387134434850806;0.100596687264314;0.388291758265533;0.0995319280232713;0.449872641256539;0.112180491530933;0.32140741529968;0.0922464769994098
"240";0.392760999449239;0.097348188678796;0.390773965277913;0.0980988251364897;0.455087051980831;0.109169950095598;0.332729054814666;0.0857099253777648
"246";0.401980101539504;0.093243579975422;0.404325126788065;0.0920654593129208;0.46315281500889;0.105578841026605;0.347435533124068;0.0791621793745511
"252";0.41398959237363;0.089341459861686;0.416520808225227;0.0881028422050047;0.461676803938592;0.106058426095202;0.361745354986389;0.0745126364018987
"258";0.425715587401417;0.0868490226764199;0.423842978454594;0.0865464668770879;0.471212225584539;0.104031609656066;0.376852492450537;0.0713015152058431
"264";0.449148469690866;0.0843861275033167;0.447137317999563;0.084098133133195;0.498253725538537;0.101189433482964;0.400729217768542;0.0687919702506456
"270";0.478181022975592;0.0843861275033167;0.476770013755363;0.084098133133195;0.515128714959175;0.101189433482964;0.444797123832826;0.0687919702506456
"276";0.537379416027516;0.0906081293339961;0.535864059249749;0.0903091675936375;0.550095696310994;0.104864611317496;0.526190830067091;0.0773467934998371
"282";0.647872624694804;0.114094185856203;0.647045080661854;0.113941423227955;0.639998683980553;0.1239740812604;0.669965018602295;0.107906940671777
"288";0.838814370330658;0.176134919846385;0.83560909022144;0.175209583934515;0.784398583298949;0.170892452682995;0.888088854970583;0.178779671325718
"294";1.06055565926109;0.274860502395503;1.05494356798831;0.272863585113494;1.0062654986281;0.269673967708454;1.13506345820773;0.288739849229592
"300";1.30194433999251;0.414226322195116;1.30583401106357;0.417715249960099;1.23591638001169;0.402262965894902;1.37751602729473;0.428719905257683
"306";1.57092522986643;0.609652377909244;1.5690784710419;0.608973545396158;1.49159211922332;0.588022263811363;1.6760698042461;0.645631921109482
"312";1.88254075383141;0.890232255953302;1.87391009055551;0.883445168436073;1.77970129935629;0.847436934802424;2.02797941910569;0.962492761556348
"318";2.29983174836477;1.35368085680758;2.27826981227956;1.33253213587565;2.16948803381883;1.28033896021092;2.6303105146658;1.63144921435619
"324";2.95867044466347;2.2604945268999;2.9422625142478;2.24643968618954;2.66204232805931;1.95828178565395;3.48228306045561;2.80408882311909
"330";4.1155757057794;4.26431321869643;4.06987890147562;4.19952856031539;3.56542593204526;3.52298808648231;4.94205470958265;5.33248748685571
"336";7.98281292499517;12.9502702264661;8.00591814113031;13.0400174361098;6.85970081243985;10.9220506111975;8.9546110366554;14.3448365548231
"342";12.1015184242439;25.6263423359772;12.0438256041028;25.4674187595373;11.2076142180741;24.3035521207816;13.0535056010765;26.9599368763592
"348";12.7258958884369;28.5638073536993;12.7176533750296;28.6375291792421;11.8557285357251;27.3526902539864;13.6391202256375;29.7150370716195
"354";12.771455942883;28.9972823162532;12.7500088829951;28.9453712741275;11.9083965563696;27.8537929974804;13.6607477570046;29.9208092872913
"360";12.7714559428829;29.6782889485344;12.7500088829951;29.6247982120931;11.9083965563696;28.8350297115077;13.6607477570046;30.6469110220354
