wind speed (m s$^{-1}$);significant wave height (m)
9.600000000000001;6.1000000000000005
9.65;6.1000000000000005
9.700000000000001;6.1000000000000005
9.75;6.1000000000000005
9.75;6.15
9.8;6.15
9.850000000000001;6.15
9.9;6.15
9.950000000000001;6.15
10.0;6.15
10.05;6.15
10.100000000000001;6.15
10.100000000000001;6.2
10.15;6.2
10.200000000000001;6.2
10.25;6.2
10.3;6.2
10.350000000000001;6.2
10.4;6.2
10.4;6.25
10.450000000000001;6.25
10.5;6.25
10.55;6.25
10.600000000000001;6.25
10.65;6.25
10.65;6.300000000000001
10.700000000000001;6.300000000000001
10.75;6.300000000000001
10.8;6.300000000000001
10.850000000000001;6.300000000000001
10.9;6.300000000000001
10.9;6.3500000000000005
10.950000000000001;6.3500000000000005
11.0;6.3500000000000005
11.05;6.3500000000000005
11.100000000000001;6.3500000000000005
11.100000000000001;6.4
11.15;6.4
11.200000000000001;6.4
11.25;6.4
11.3;6.4
11.3;6.45
11.350000000000001;6.45
11.4;6.45
11.450000000000001;6.45
11.5;6.45
11.5;6.5
11.55;6.5
11.600000000000001;6.5
11.65;6.5
11.700000000000001;6.5
11.700000000000001;6.550000000000001
11.75;6.550000000000001
11.8;6.550000000000001
11.850000000000001;6.550000000000001
11.850000000000001;6.6000000000000005
11.9;6.6000000000000005
11.950000000000001;6.6000000000000005
12.0;6.6000000000000005
12.0;6.65
12.05;6.65
12.100000000000001;6.65
12.15;6.65
12.200000000000001;6.65
12.200000000000001;6.7
12.25;6.7
12.3;6.7
12.350000000000001;6.7
12.350000000000001;6.75
12.4;6.75
12.450000000000001;6.75
12.5;6.75
12.5;6.800000000000001
12.55;6.800000000000001
12.600000000000001;6.800000000000001
12.600000000000001;6.8500000000000005
12.65;6.8500000000000005
12.700000000000001;6.8500000000000005
12.75;6.8500000000000005
12.75;6.9
12.8;6.9
12.850000000000001;6.9
12.9;6.9
12.9;6.95
12.950000000000001;6.95
13.0;6.95
13.05;6.95
13.05;7.0
13.100000000000001;7.0
13.15;7.0
13.15;7.050000000000001
13.200000000000001;7.050000000000001
13.25;7.050000000000001
13.3;7.050000000000001
13.3;7.1000000000000005
13.350000000000001;7.1000000000000005
13.4;7.1000000000000005
13.4;7.15
13.450000000000001;7.15
13.5;7.15
13.5;7.2
13.55;7.2
13.600000000000001;7.2
13.65;7.2
13.65;7.25
13.700000000000001;7.25
13.75;7.25
13.75;7.300000000000001
13.8;7.300000000000001
13.850000000000001;7.300000000000001
13.850000000000001;7.3500000000000005
13.9;7.3500000000000005
13.950000000000001;7.3500000000000005
14.0;7.3500000000000005
14.0;7.4
14.05;7.4
14.100000000000001;7.4
14.100000000000001;7.45
14.15;7.45
14.200000000000001;7.45
14.200000000000001;7.5
14.25;7.5
14.3;7.5
14.3;7.550000000000001
14.350000000000001;7.550000000000001
14.4;7.550000000000001
14.4;7.6000000000000005
14.450000000000001;7.6000000000000005
14.5;7.6000000000000005
14.5;7.65
14.55;7.65
14.600000000000001;7.65
14.65;7.65
14.65;7.7
14.700000000000001;7.7
14.75;7.7
14.75;7.75
14.8;7.75
14.850000000000001;7.75
14.850000000000001;7.800000000000001
14.9;7.800000000000001
14.950000000000001;7.800000000000001
14.950000000000001;7.8500000000000005
15.0;7.8500000000000005
15.05;7.8500000000000005
15.05;7.9
15.100000000000001;7.9
15.15;7.9
15.15;7.95
15.200000000000001;7.95
15.200000000000001;8.0
15.25;8.0
15.3;8.0
15.3;8.05
15.350000000000001;8.05
15.4;8.05
15.4;8.1
15.450000000000001;8.1
15.5;8.1
15.5;8.15
15.55;8.15
15.600000000000001;8.15
15.600000000000001;8.200000000000001
15.65;8.200000000000001
15.700000000000001;8.200000000000001
15.700000000000001;8.25
15.75;8.25
15.8;8.25
15.8;8.3
15.850000000000001;8.3
15.9;8.3
15.9;8.35
15.950000000000001;8.35
15.950000000000001;8.4
16.0;8.4
16.05;8.4
16.05;8.450000000000001
16.1;8.450000000000001
16.150000000000002;8.450000000000001
16.150000000000002;8.5
16.2;8.5
16.25;8.5
16.25;8.55
16.3;8.55
16.35;8.55
16.35;8.6
16.400000000000002;8.6
16.400000000000002;8.65
16.45;8.65
16.5;8.65
16.5;8.700000000000001
16.55;8.700000000000001
16.6;8.700000000000001
16.6;8.75
16.650000000000002;8.75
16.650000000000002;8.8
16.7;8.8
16.75;8.8
16.75;8.85
16.8;8.85
16.85;8.85
16.85;8.9
16.900000000000002;8.9
16.95;8.9
16.95;8.950000000000001
17.0;8.950000000000001
17.0;9.0
17.05;9.0
17.1;9.0
17.1;9.05
17.150000000000002;9.05
17.2;9.05
17.2;9.1
17.25;9.1
17.25;9.15
17.3;9.15
17.35;9.15
17.35;9.200000000000001
17.400000000000002;9.200000000000001
17.45;9.200000000000001
17.45;9.25
17.5;9.25
17.5;9.3
17.55;9.3
17.6;9.3
17.6;9.35
17.650000000000002;9.35
17.650000000000002;9.4
17.7;9.4
17.75;9.4
17.75;9.450000000000001
17.8;9.450000000000001
17.85;9.450000000000001
17.85;9.5
17.900000000000002;9.5
17.900000000000002;9.55
17.95;9.55
18.0;9.55
18.0;9.600000000000001
18.05;9.600000000000001
18.1;9.600000000000001
18.1;9.65
18.150000000000002;9.65
18.150000000000002;9.700000000000001
18.2;9.700000000000001
18.25;9.700000000000001
18.25;9.75
18.3;9.75
18.3;9.8
18.35;9.8
18.400000000000002;9.8
18.400000000000002;9.850000000000001
18.45;9.850000000000001
18.45;9.9
18.5;9.9
18.55;9.9
18.55;9.950000000000001
18.6;9.950000000000001
18.650000000000002;9.950000000000001
18.650000000000002;10.0
18.7;10.0
18.7;10.05
18.75;10.05
18.8;10.05
18.8;10.100000000000001
18.85;10.100000000000001
18.85;10.15
18.900000000000002;10.15
18.95;10.15
18.95;10.200000000000001
19.0;10.200000000000001
19.0;10.25
19.05;10.25
19.1;10.25
19.1;10.3
19.150000000000002;10.3
19.150000000000002;10.350000000000001
19.200000000000003;10.350000000000001
19.25;10.350000000000001
19.25;10.4
19.3;10.4
19.35;10.4
19.35;10.450000000000001
19.400000000000002;10.450000000000001
19.400000000000002;10.5
19.450000000000003;10.5
19.5;10.5
19.5;10.55
19.55;10.55
19.55;10.600000000000001
19.6;10.600000000000001
19.650000000000002;10.600000000000001
19.650000000000002;10.65
19.700000000000003;10.65
19.700000000000003;10.700000000000001
19.75;10.700000000000001
19.8;10.700000000000001
19.8;10.75
19.85;10.75
19.85;10.8
19.900000000000002;10.8
19.950000000000003;10.8
19.950000000000003;10.850000000000001
20.0;10.850000000000001
20.0;10.9
20.05;10.9
20.1;10.9
20.1;10.950000000000001
20.150000000000002;10.950000000000001
20.150000000000002;11.0
20.200000000000003;11.0
20.25;11.0
20.25;11.05
20.3;11.05
20.35;11.05
20.35;11.100000000000001
20.400000000000002;11.100000000000001
20.400000000000002;11.15
20.450000000000003;11.15
20.5;11.15
20.5;11.200000000000001
20.55;11.200000000000001
20.55;11.25
20.6;11.25
20.650000000000002;11.25
20.650000000000002;11.3
20.700000000000003;11.3
20.700000000000003;11.350000000000001
20.75;11.350000000000001
20.8;11.350000000000001
20.8;11.4
20.85;11.4
20.85;11.450000000000001
20.900000000000002;11.450000000000001
20.950000000000003;11.450000000000001
20.950000000000003;11.5
21.0;11.5
21.0;11.55
21.05;11.55
21.1;11.55
21.1;11.600000000000001
21.150000000000002;11.600000000000001
21.150000000000002;11.65
21.200000000000003;11.65
21.25;11.65
21.25;11.700000000000001
21.3;11.700000000000001
21.3;11.75
21.35;11.75
21.400000000000002;11.75
21.400000000000002;11.8
21.450000000000003;11.8
21.5;11.8
21.5;11.850000000000001
21.55;11.850000000000001
21.55;11.9
21.6;11.9
21.650000000000002;11.9
21.650000000000002;11.950000000000001
21.700000000000003;11.950000000000001
21.700000000000003;12.0
21.75;12.0
21.8;12.0
21.8;12.05
21.85;12.05
21.85;12.100000000000001
21.900000000000002;12.100000000000001
21.950000000000003;12.100000000000001
21.950000000000003;12.15
22.0;12.15
22.0;12.200000000000001
22.05;12.200000000000001
22.1;12.200000000000001
22.1;12.25
22.150000000000002;12.25
22.200000000000003;12.25
22.200000000000003;12.3
22.25;12.3
22.25;12.350000000000001
22.3;12.350000000000001
22.35;12.350000000000001
22.35;12.4
22.400000000000002;12.4
22.400000000000002;12.450000000000001
22.450000000000003;12.450000000000001
22.5;12.450000000000001
22.5;12.5
22.55;12.5
22.6;12.5
22.6;12.55
22.650000000000002;12.55
22.650000000000002;12.600000000000001
22.700000000000003;12.600000000000001
22.75;12.600000000000001
22.75;12.65
22.8;12.65
22.8;12.700000000000001
22.85;12.700000000000001
22.900000000000002;12.700000000000001
22.900000000000002;12.75
22.950000000000003;12.75
23.0;12.75
23.0;12.8
23.05;12.8
23.05;12.850000000000001
23.1;12.850000000000001
23.150000000000002;12.850000000000001
23.150000000000002;12.9
23.200000000000003;12.9
23.25;12.9
23.25;12.950000000000001
23.3;12.950000000000001
23.3;13.0
23.35;13.0
23.400000000000002;13.0
23.400000000000002;13.05
23.450000000000003;13.05
23.5;13.05
23.5;13.100000000000001
23.55;13.100000000000001
23.55;13.15
23.6;13.15
23.650000000000002;13.15
23.650000000000002;13.200000000000001
23.700000000000003;13.200000000000001
23.75;13.200000000000001
23.75;13.25
23.8;13.25
23.85;13.25
23.85;13.3
23.900000000000002;13.3
23.900000000000002;13.350000000000001
23.950000000000003;13.350000000000001
24.0;13.350000000000001
24.0;13.4
24.05;13.4
24.1;13.4
24.1;13.450000000000001
24.150000000000002;13.450000000000001
24.200000000000003;13.450000000000001
24.200000000000003;13.5
24.25;13.5
24.3;13.5
24.3;13.55
24.35;13.55
24.35;13.600000000000001
24.400000000000002;13.600000000000001
24.450000000000003;13.600000000000001
24.450000000000003;13.65
24.5;13.65
24.55;13.65
24.55;13.700000000000001
24.6;13.700000000000001
24.650000000000002;13.700000000000001
24.650000000000002;13.75
24.700000000000003;13.75
24.75;13.75
24.75;13.8
24.8;13.8
24.85;13.8
24.85;13.850000000000001
24.900000000000002;13.850000000000001
24.950000000000003;13.850000000000001
24.950000000000003;13.9
25.0;13.9
25.05;13.9
25.05;13.950000000000001
25.1;13.950000000000001
25.150000000000002;13.950000000000001
25.150000000000002;14.0
25.200000000000003;14.0
25.25;14.0
25.25;14.05
25.3;14.05
25.35;14.05
25.35;14.100000000000001
25.400000000000002;14.100000000000001
25.450000000000003;14.100000000000001
25.5;14.100000000000001
25.5;14.15
25.55;14.15
25.6;14.15
25.6;14.200000000000001
25.650000000000002;14.200000000000001
25.700000000000003;14.200000000000001
25.700000000000003;14.25
25.75;14.25
25.8;14.25
25.8;14.3
25.85;14.3
25.900000000000002;14.3
25.950000000000003;14.3
25.950000000000003;14.350000000000001
26.0;14.350000000000001
26.05;14.350000000000001
26.05;14.4
26.1;14.4
26.150000000000002;14.4
26.200000000000003;14.4
26.200000000000003;14.450000000000001
26.25;14.450000000000001
26.3;14.450000000000001
26.35;14.450000000000001
26.35;14.5
26.400000000000002;14.5
26.450000000000003;14.5
26.5;14.5
26.5;14.55
26.55;14.55
26.6;14.55
26.6;14.600000000000001
26.650000000000002;14.600000000000001
26.700000000000003;14.600000000000001
26.75;14.600000000000001
26.8;14.600000000000001
26.8;14.65
26.85;14.65
26.900000000000002;14.65
26.950000000000003;14.65
26.950000000000003;14.700000000000001
27.0;14.700000000000001
27.05;14.700000000000001
27.1;14.700000000000001
27.150000000000002;14.700000000000001
27.150000000000002;14.75
27.200000000000003;14.75
27.25;14.75
27.3;14.75
27.35;14.75
27.35;14.8
27.400000000000002;14.8
27.450000000000003;14.8
27.5;14.8
27.55;14.8
27.6;14.8
27.650000000000002;14.8
27.650000000000002;14.850000000000001
27.700000000000003;14.850000000000001
27.75;14.850000000000001
27.8;14.850000000000001
27.85;14.850000000000001
27.900000000000002;14.850000000000001
27.950000000000003;14.850000000000001
28.0;14.850000000000001
28.0;14.9
28.05;14.9
28.1;14.9
28.150000000000002;14.9
28.200000000000003;14.9
28.25;14.9
28.3;14.9
28.35;14.9
28.400000000000002;14.9
28.450000000000003;14.9
28.5;14.9
28.55;14.9
28.6;14.9
28.650000000000002;14.9
28.700000000000003;14.9
28.700000000000003;14.850000000000001
28.75;14.850000000000001
28.8;14.850000000000001
28.85;14.850000000000001
28.900000000000002;14.850000000000001
28.950000000000003;14.850000000000001
29.0;14.850000000000001
29.0;14.8
29.05;14.8
29.1;14.8
29.150000000000002;14.8
29.200000000000003;14.8
29.25;14.8
29.25;14.75
29.3;14.75
29.35;14.75
29.400000000000002;14.75
29.400000000000002;14.700000000000001
29.450000000000003;14.700000000000001
29.5;14.700000000000001
29.5;14.65
29.55;14.65
29.6;14.65
29.650000000000002;14.65
29.650000000000002;14.600000000000001
29.700000000000003;14.600000000000001
29.75;14.600000000000001
29.75;14.55
29.8;14.55
29.85;14.55
29.85;14.5
29.900000000000002;14.5
29.900000000000002;14.450000000000001
29.950000000000003;14.450000000000001
30.0;14.450000000000001
30.0;14.4
30.05;14.4
30.05;14.350000000000001
30.1;14.350000000000001
30.150000000000002;14.350000000000001
30.150000000000002;14.3
30.200000000000003;14.3
30.200000000000003;14.25
30.25;14.25
30.25;14.200000000000001
30.3;14.200000000000001
30.3;14.15
30.35;14.15
30.35;14.100000000000001
30.400000000000002;14.100000000000001
30.400000000000002;14.05
30.450000000000003;14.05
30.450000000000003;14.0
30.5;14.0
30.5;13.950000000000001
30.55;13.950000000000001
30.55;13.9
30.6;13.9
30.6;13.850000000000001
30.650000000000002;13.850000000000001
30.650000000000002;13.8
30.650000000000002;13.75
30.700000000000003;13.75
30.700000000000003;13.700000000000001
30.75;13.700000000000001
30.75;13.65
30.75;13.600000000000001
30.8;13.600000000000001
30.8;13.55
30.85;13.55
30.85;13.5
30.85;13.450000000000001
30.900000000000002;13.450000000000001
30.900000000000002;13.4
30.900000000000002;13.350000000000001
30.950000000000003;13.350000000000001
30.950000000000003;13.3
30.950000000000003;13.25
31.0;13.25
31.0;13.200000000000001
31.0;13.15
31.0;13.100000000000001
31.05;13.100000000000001
31.05;13.05
31.05;13.0
31.1;13.0
31.1;12.950000000000001
31.1;12.9
31.1;12.850000000000001
31.150000000000002;12.850000000000001
31.150000000000002;12.8
31.150000000000002;12.75
31.150000000000002;12.700000000000001
31.200000000000003;12.700000000000001
31.200000000000003;12.65
31.200000000000003;12.600000000000001
31.200000000000003;12.55
31.200000000000003;12.5
31.25;12.5
31.25;12.450000000000001
31.25;12.4
31.25;12.350000000000001
31.25;12.3
31.25;12.25
31.25;12.200000000000001
31.3;12.200000000000001
31.3;12.15
31.3;12.100000000000001
31.3;12.05
31.3;12.0
31.3;11.950000000000001
31.3;11.9
31.3;11.850000000000001
31.3;11.8
31.3;11.75
31.35;11.75
31.35;11.700000000000001
31.35;11.65
31.35;11.600000000000001
31.35;11.55
31.35;11.5
31.35;11.450000000000001
31.35;11.4
31.35;11.350000000000001
31.35;11.3
31.35;11.25
31.35;11.200000000000001
31.35;11.15
31.3;11.15
31.3;11.100000000000001
31.3;11.05
31.3;11.0
31.3;10.950000000000001
31.3;10.9
31.3;10.850000000000001
31.3;10.8
31.3;10.75
31.3;10.700000000000001
31.3;10.65
31.25;10.65
31.25;10.600000000000001
31.25;10.55
31.25;10.5
31.25;10.450000000000001
31.25;10.4
31.25;10.350000000000001
31.200000000000003;10.350000000000001
31.200000000000003;10.3
31.200000000000003;10.25
31.200000000000003;10.200000000000001
31.200000000000003;10.15
31.200000000000003;10.100000000000001
31.150000000000002;10.100000000000001
31.150000000000002;10.05
31.150000000000002;10.0
31.150000000000002;9.950000000000001
31.150000000000002;9.9
31.1;9.9
31.1;9.850000000000001
31.1;9.8
31.1;9.75
31.1;9.700000000000001
31.05;9.700000000000001
31.05;9.65
31.05;9.600000000000001
31.05;9.55
31.0;9.55
31.0;9.5
31.0;9.450000000000001
31.0;9.4
30.950000000000003;9.4
30.950000000000003;9.35
30.950000000000003;9.3
30.950000000000003;9.25
30.900000000000002;9.25
30.900000000000002;9.200000000000001
30.900000000000002;9.15
30.900000000000002;9.1
30.85;9.1
30.85;9.05
30.85;9.0
30.85;8.950000000000001
30.8;8.950000000000001
30.8;8.9
30.8;8.85
30.75;8.85
30.75;8.8
30.75;8.75
30.700000000000003;8.75
30.700000000000003;8.700000000000001
30.700000000000003;8.65
30.700000000000003;8.6
30.650000000000002;8.6
30.650000000000002;8.55
30.650000000000002;8.5
30.6;8.5
30.6;8.450000000000001
30.6;8.4
30.55;8.4
30.55;8.35
30.55;8.3
30.5;8.3
30.5;8.25
30.5;8.200000000000001
30.450000000000003;8.200000000000001
30.450000000000003;8.15
30.450000000000003;8.1
30.400000000000002;8.1
30.400000000000002;8.05
30.400000000000002;8.0
30.35;8.0
30.35;7.95
30.3;7.95
30.3;7.9
30.3;7.8500000000000005
30.25;7.8500000000000005
30.25;7.800000000000001
30.25;7.75
30.200000000000003;7.75
30.200000000000003;7.7
30.200000000000003;7.65
30.150000000000002;7.65
30.150000000000002;7.6000000000000005
30.1;7.6000000000000005
30.1;7.550000000000001
30.1;7.5
30.05;7.5
30.05;7.45
30.0;7.45
30.0;7.4
30.0;7.3500000000000005
29.950000000000003;7.3500000000000005
29.950000000000003;7.300000000000001
29.900000000000002;7.300000000000001
29.900000000000002;7.25
29.900000000000002;7.2
29.85;7.2
29.85;7.15
29.8;7.15
29.8;7.1000000000000005
29.8;7.050000000000001
29.75;7.050000000000001
29.75;7.0
29.700000000000003;7.0
29.700000000000003;6.95
29.650000000000002;6.95
29.650000000000002;6.9
29.650000000000002;6.8500000000000005
29.6;6.8500000000000005
29.6;6.800000000000001
29.55;6.800000000000001
29.55;6.75
29.5;6.75
29.5;6.7
29.450000000000003;6.7
29.450000000000003;6.65
29.450000000000003;6.6000000000000005
29.400000000000002;6.6000000000000005
29.400000000000002;6.550000000000001
29.35;6.550000000000001
29.35;6.5
29.3;6.5
29.3;6.45
29.25;6.45
29.25;6.4
29.200000000000003;6.4
29.200000000000003;6.3500000000000005
29.200000000000003;6.300000000000001
29.150000000000002;6.300000000000001
29.150000000000002;6.25
29.1;6.25
29.1;6.2
29.05;6.2
29.05;6.15
29.0;6.15
29.0;6.1000000000000005
28.950000000000003;6.1000000000000005
28.950000000000003;6.050000000000001
28.900000000000002;6.050000000000001
28.900000000000002;6.0
28.85;6.0
28.85;5.95
28.8;5.95
28.8;5.9
28.75;5.9
28.75;5.8500000000000005
28.700000000000003;5.8500000000000005
28.700000000000003;5.800000000000001
28.650000000000002;5.800000000000001
28.650000000000002;5.75
28.6;5.75
28.6;5.7
28.55;5.7
28.55;5.65
28.5;5.65
28.5;5.6000000000000005
28.450000000000003;5.6000000000000005
28.450000000000003;5.550000000000001
28.400000000000002;5.550000000000001
28.400000000000002;5.5
28.35;5.5
28.35;5.45
28.3;5.45
28.3;5.4
28.25;5.4
28.25;5.3500000000000005
28.200000000000003;5.3500000000000005
28.150000000000002;5.3500000000000005
28.150000000000002;5.300000000000001
28.1;5.300000000000001
28.1;5.25
28.05;5.25
28.05;5.2
28.0;5.2
28.0;5.15
27.950000000000003;5.15
27.950000000000003;5.1000000000000005
27.900000000000002;5.1000000000000005
27.85;5.1000000000000005
27.85;5.050000000000001
27.8;5.050000000000001
27.8;5.0
27.75;5.0
27.75;4.95
27.700000000000003;4.95
27.700000000000003;4.9
27.650000000000002;4.9
27.6;4.9
27.6;4.8500000000000005
27.55;4.8500000000000005
27.55;4.800000000000001
27.5;4.800000000000001
27.5;4.75
27.450000000000003;4.75
27.400000000000002;4.75
27.400000000000002;4.7
27.35;4.7
27.35;4.65
27.3;4.65
27.3;4.6000000000000005
27.25;4.6000000000000005
27.200000000000003;4.6000000000000005
27.200000000000003;4.55
27.150000000000002;4.55
27.150000000000002;4.5
27.1;4.5
27.05;4.5
27.05;4.45
27.0;4.45
27.0;4.4
26.950000000000003;4.4
26.900000000000002;4.4
26.900000000000002;4.3500000000000005
26.85;4.3500000000000005
26.85;4.3
26.8;4.3
26.75;4.3
26.75;4.25
26.700000000000003;4.25
26.700000000000003;4.2
26.650000000000002;4.2
26.6;4.2
26.6;4.15
26.55;4.15
26.55;4.1000000000000005
26.5;4.1000000000000005
26.450000000000003;4.1000000000000005
26.450000000000003;4.05
26.400000000000002;4.05
26.35;4.05
26.35;4.0
26.3;4.0
26.3;3.95
26.25;3.95
26.200000000000003;3.95
26.200000000000003;3.9000000000000004
26.150000000000002;3.9000000000000004
26.1;3.9000000000000004
26.1;3.85
26.05;3.85
26.0;3.85
26.0;3.8000000000000003
