significant wave height [m];wind speed [m/s]
0.16842;0.93791
0.16408;0.99762
0.16077;1.0613
0.15833;1.1293
0.15655;1.2018
0.15528;1.2792
0.15434;1.3618
0.15365;1.4499
0.15325;1.5437
0.1531;1.6435
0.15311;1.7494
0.15315;1.8618
0.15324;1.981
0.15351;2.1072
0.15413;2.2407
0.15516;2.3819
0.15671;2.5308
0.15899;2.6882
0.16217;2.8545
0.16776;3.0302
0.17628;3.216
0.1861;3.4122
0.19633;3.6195
0.20704;3.838
0.21836;4.0683
0.23099;4.3103
0.24683;4.5642
0.26488;4.8298
0.2829;5.107
0.30023;5.3954
0.32101;5.6944
0.34158;6.0034
0.36378;6.3215
0.38852;6.6478
0.41707;6.9812
0.44645;7.3206
0.47768;7.6651
0.50916;8.0133
0.54406;8.364
0.58169;8.7164
0.61581;9.0698
0.65522;9.4236
0.69639;9.7773
0.74129;10.131
0.78536;10.483
0.83367;10.835
0.8809;11.186
0.93087;11.536
0.98202;11.885
1.0346;12.234
1.0889;12.58
1.1439;12.926
1.2017;13.269
1.2584;13.61
1.3195;13.948
1.3822;14.284
1.4492;14.615
1.5183;14.943
1.591;15.267
1.6655;15.586
1.7431;15.901
1.8218;16.212
1.9041;16.517
1.9896;16.818
2.0775;17.115
2.1677;17.408
2.2568;17.696
2.3443;17.981
2.4304;18.263
2.523;18.542
2.6183;18.819
2.7162;19.092
2.8178;19.363
2.9267;19.631
3.0365;19.896
3.1464;20.157
3.2586;20.415
3.3788;20.669
3.5026;20.918
3.6258;21.162
3.7554;21.401
3.8925;21.634
4.0402;21.861
4.1882;22.082
4.3369;22.296
4.49;22.504
4.6509;22.706
4.8092;22.902
4.9658;23.093
5.1329;23.278
5.3048;23.458
5.4818;23.634
5.655;23.805
5.8292;23.972
6.0134;24.135
6.2044;24.293
6.4008;24.447
6.6023;24.597
6.8132;24.742
7.0184;24.882
7.219;25.018
7.4104;25.149
7.5934;25.274
7.7707;25.395
7.9373;25.511
8.0929;25.622
8.2473;25.729
8.4066;25.83
8.5701;25.926
8.7309;26.016
8.8901;26.101
9.0519;26.179
9.2155;26.252
9.3805;26.319
9.5484;26.38
9.7228;26.435
9.894;26.484
10.062;26.527
10.223;26.565
10.384;26.597
10.545;26.623
12.14;26.623
