significant wave height [m];wind speed [m/s]
0.059773;0.63445
0.058867;0.67581
0.058052;0.72039
0.057283;0.76827
0.056557;0.81963
0.055891;0.87467
0.055288;0.93359
0.054736;0.99628
0.054211;1.0624
0.053726;1.1319
0.053294;1.2052
0.052914;1.2823
0.052614;1.3633
0.0524;1.4484
0.052233;1.5376
0.052068;1.6313
0.051903;1.7297
0.051745;1.8334
0.051633;1.943
0.05156;2.0586
0.051514;2.181
0.051494;2.3106
0.051493;2.4469
0.051514;2.5902
0.051674;2.7403
0.052094;2.897
0.05286;3.0605
0.054164;3.2312
0.056886;3.4098
0.061704;3.5964
0.068225;3.791
0.075301;3.9936
0.083697;4.2056
0.093583;4.4272
0.104;4.6584
0.11523;4.8998
0.12673;5.152
0.138;5.4151
0.14829;5.6892
0.15711;5.9736
0.16594;6.2675
0.17538;6.5703
0.18801;6.8805
0.19928;7.1964
0.2129;7.5166
0.22904;7.8387
0.24871;8.1605
0.27304;8.4806
0.29681;8.7982
0.32212;9.1134
0.3568;9.4265
0.40021;9.737
0.44329;10.045
0.49291;10.351
0.54502;10.655
0.5978;10.96
0.65182;11.266
0.70776;11.573
0.77089;11.881
0.83823;12.189
0.90353;12.497
0.9632;12.805
1.0236;13.113
1.084;13.421
1.1448;13.729
1.2053;14.037
1.2701;14.343
1.3373;14.648
1.4031;14.951
1.465;15.251
1.5171;15.548
1.5622;15.843
1.6195;16.134
1.6693;16.422
1.7085;16.706
1.7645;16.985
1.8278;17.26
1.8982;17.531
1.971;17.798
2.0498;18.061
2.1381;18.322
2.2344;18.581
2.3189;18.836
2.4071;19.088
2.5041;19.337
2.5555;19.585
2.5866;19.83
2.6112;20.073
2.6522;20.314
2.7004;20.551
2.7619;20.784
2.8548;21.011
2.9629;21.234
3.0843;21.451
3.212;21.663
3.3734;21.869
3.5482;22.071
3.7158;22.268
3.8769;22.46
4.0306;22.647
4.1697;22.829
4.2818;23.008
4.3849;23.183
4.4799;23.356
4.5771;23.524
4.6724;23.69
4.7669;23.851
4.8699;24.009
4.9721;24.163
5.0812;24.313
5.1964;24.459
5.3121;24.601
5.4293;24.738
5.5508;24.87
5.673;24.997
5.7996;25.119
5.9262;25.235
6.0506;25.346
6.1673;25.452
6.2774;25.552
6.3826;25.646
6.4877;25.733
6.5912;25.815
6.6924;25.891
6.7923;25.96
6.8936;26.023
6.9988;26.08
7.1069;26.13
7.2209;26.173
7.3416;26.21
7.4663;26.241
8.6151;26.241
