significant wave height [m];zero-upcrossing period [s]
0.12582;6.5664
0.11912;6.5432
0.11264;6.5193
0.10638;6.4937
0.10042;6.4682
0.094768;6.4437
0.089361;6.4188
0.08419;6.3941
0.079204;6.3673
0.074439;6.3388
0.069921;6.309
0.065682;6.2791
0.061705;6.2486
0.057981;6.2177
0.05448;6.1857
0.051205;6.1527
0.048171;6.1198
0.045358;6.0858
0.042765;6.0509
0.040391;6.0155
0.038236;5.9806
0.036284;5.9455
0.034516;5.9097
0.032929;5.8737
0.031522;5.8376
0.030298;5.801
0.029252;5.7635
0.028383;5.7255
0.027685;5.6871
0.027153;5.6484
0.026775;5.609
0.026546;5.5689
0.026462;5.5284
0.026516;5.4874
0.026696;5.4452
0.026996;5.4022
0.027406;5.3586
0.027903;5.3135
0.028476;5.2671
0.029117;5.2189
0.029818;5.1686
0.030577;5.1164
0.031373;5.0613
0.032203;5.0037
0.033052;4.9432
0.033909;4.8801
0.034755;4.8139
0.035592;4.7457
0.036412;4.6751
0.037215;4.6027
0.038009;4.5295
0.038777;4.4552
0.039532;4.3815
0.040243;4.3075
0.040924;4.2344
0.041556;4.161
0.042154;4.0878
0.042676;4.0128
0.043108;3.9362
0.043411;3.857
0.043572;3.7748
0.043633;3.6916
0.043602;3.6078
0.043516;3.5248
0.04339;3.4431
0.043275;3.3647
0.043167;3.2893
0.043128;3.2192
0.043182;3.1546
0.043385;3.0971
0.043709;3.0453
0.044134;2.9982
0.044635;2.9546
0.045182;2.913
0.045736;2.8722
0.046274;2.8312
0.046798;2.7902
0.047267;2.7479
0.047705;2.705
0.048105;2.6613
0.048471;2.617
0.048825;2.5726
0.049218;2.5293
0.049648;2.487
0.050148;2.4463
0.05074;2.4075
0.051465;2.3714
0.052378;2.3387
0.05344;2.3082
0.054505;2.2763
0.055609;2.2436
0.056708;2.2092
0.057703;2.1714
0.058755;2.1335
0.05992;2.0968
0.061031;2.0584
0.062034;2.0179
0.063028;1.9772
0.064065;1.9375
0.065237;1.9004
0.065907;1.857
0.065976;1.8071
0.065827;1.7565
0.065505;1.706
0.065215;1.6583
0.064838;1.6117
0.064154;1.5635
0.062901;1.511
0.061268;1.4565
0.059483;1.4027
0.058362;1.3589
0.058152;1.3276
0.058506;1.3041
0.058815;1.2814
0.058309;1.251
0.057816;1.2223
0.057944;1.2012
0.058496;1.1855
0.059131;1.1713
0.060284;1.1627
0.062198;1.1615
0.064357;1.1624
0.066375;1.1617
0.068437;1.1613
0.070479;1.1604
0.07257;1.1598
0.074882;1.1608
0.077374;1.1628
0.080543;1.1695
0.083937;1.1771
0.088299;1.1906
0.095185;1.2193
0.10546;1.2662
0.11617;1.3115
0.12838;1.3609
0.14106;1.4084
0.15404;1.4534
0.16905;1.504
0.18506;1.5545
0.19917;1.5935
0.21071;1.6199
0.21934;1.6337
0.22566;1.6381
0.23377;1.6485
0.24339;1.6632
0.25342;1.6782
0.26288;1.6902
0.27277;1.7029
0.28395;1.7187
0.29957;1.7465
0.32538;1.801
0.35313;1.8565
0.3807;1.9076
0.40862;1.9565
0.43582;2.0007
0.4685;2.0541
0.50577;2.1134
0.54105;2.1639
0.57697;2.2115
0.61313;2.2556
0.64611;2.291
0.67701;2.3212
0.69763;2.3326
0.71944;2.3454
0.74504;2.3639
0.76668;2.376
0.79262;2.3944
0.83618;2.4391
0.8692;2.4682
0.89458;2.4871
0.90904;2.4916
0.92621;2.5
0.96113;2.5323
0.99465;2.5624
1.0226;2.5853
1.0467;2.6038
1.0595;2.6093
1.0525;2.5914
1.0532;2.5842
1.0598;2.5849
1.067;2.5873
1.071;2.5867
1.0675;2.5782
1.0654;2.572
1.0673;2.5712
1.0742;2.5766
1.0856;2.5877
1.1004;2.6031
1.1184;2.6221
1.1393;2.6446
1.1634;2.6705
1.1905;2.6998
1.2207;2.7323
1.2542;2.768
1.2911;2.8071
1.3313;2.8491
1.3738;2.8931
1.4183;2.9385
1.4642;2.9847
1.5109;3.031
1.5575;3.0766
1.6039;3.1213
1.6491;3.1643
1.6928;3.2054
1.7348;3.2444
1.7748;3.2812
2.0878;3.5588
