"Hs.Pf....1.14e.04";"Tz.Pf....1.14e.04";"Hs.Pf....5.70e.06";"Tz.Pf....5.70e.06";"Hs.Pf....2.28e.06";"Tz.Pf....2.28e.06"
"240";0.587606739699664;2.44181526937699;0.576470879071341;2.13171791126968;0.574641481483618;2.05349891982963
"246";0.609311695865071;2.36830470851665;0.590349567517729;2.04793217403386;0.586657891327756;1.9676317630199
"252";0.650659551402109;2.33128409205108;0.622980123445399;2.00059695147545;0.616812342649247;1.91782866761485
"258";0.722965777561498;2.33801752804439;0.690354859155022;1.99956801506848;0.682317510643669;1.91453270772113
"264";0.839079960855855;2.39702311082405;0.812833347348656;2.05807931390188;0.805886496640732;1.97236282691752
"270";1.01127662729029;2.5167539990179;1.01127662729029;2.19056460713493;1.01127662729029;2.10768832557625
"276";1.24909072262661;2.70432868421518;1.30268021054955;2.41047993670743;1.31806033229992;2.33614983340498
"282";1.55771223891118;2.96431101049716;1.69705714146036;2.72817980533549;1.73792175401351;2.67023547896865
"288";1.93715554218729;3.29736072037357;2.19605711937126;3.14809353485202;2.27309259573623;3.11587678076801
"294";2.38211744794342;3.69892700225971;2.79293102316878;3.66549985909432;2.91638417804689;3.66839630461211
"300";2.88233780118335;4.15857520190101;3.47330361809737;4.26464282418521;3.65212249639936;4.3101035678359
"306";3.42329540343008;4.66052512905235;4.21638607790045;4.91993790331481;4.45754199347285;5.01184804562481
"312";3.98712027169594;5.18548204193561;4.99642971440004;5.60033613855436;5.3044171302179;5.73853093918367
"318";4.55364035080015;5.71321099080042;5.78431532562161;6.27494840948756;6.1608237455096;6.45596189187809
"324";5.10150106186754;6.22499742012789;6.54920876109856;6.91749366768758;6.99296180101725;7.13591595221683
"330";5.60930497018638;6.70532861830983;7.2602223239403;7.50827795271494;7.76697851876706;7.75796229121617
"336";6.05672247369122;7.14260957882564;7.88802159021167;8.03399583577607;8.45072874847745;8.30871737915175
"342";6.425526712932;7.52914284710592;8.40631649930946;8.48648308236532;9.01540724716926;8.78007798686564
"348";6.70050894535451;7.86076212430222;8.79317734051853;8.86146558067396;9.43698872095149;9.16769370794266
"354";6.8702352708516;8.13644339617189;9.03212138597113;9.15784018980589;9.69741667490917;9.47021712257316
"360";6.92761203190957;8.35805656910834;9.11292428174339;9.37755857374656;9.78549105426918;9.6893110038453
