"Hs.Pf....1.14e.04";"U.Pf....1.14e.04";"Hs.Pf....5.70e.06";"U.Pf....5.70e.06";"Hs.Pf....2.28e.06";"U.Pf....2.28e.06"
"75";3.98192929851162;19.9095071587417;2.98665075614771;19.5699522916101;2.91941538238405;19.6894004788374
"78";3.7875968070627;19.5259258404931;2.81021581543252;19.221697881655;2.74041648510952;19.3360852278997
"81";3.63260276845783;19.2086061228453;2.66832806339499;18.9312107002157;2.61140791049244;19.0719656214935
"84";3.48424342006239;18.8941502420622;2.55151260358346;18.6836138436549;2.49850041435962;18.8326519110502
"87";3.35320207788428;18.6070364645395;2.45328761001378;18.4684012360749;2.40194245691599;18.621091807569
"90";3.20665056976892;18.2755242760128;2.35941482763096;18.2560528820318;2.2900828221268;18.3680556374631
"93";3.07986821101324;17.9797212242961;2.26775531302572;18.0421969133844;2.18352284235786;18.119434555509
"96";2.96607236076613;17.7060857367145;2.16294788754689;17.7901751488756;2.0890513616061;17.8922667840839
"99";2.86368106703481;17.452475784239;2.06642288858854;17.5510952475827;2.02165377300482;17.7253316998668
"102";2.74372944164963;17.1465592401165;1.97495109306703;17.3178117428302;1.97978482457141;17.6185519545348
"105";2.62298719541173;16.8295564977355;1.90845218288815;17.1432221724944;1.93273184040203;17.4950166925726
"108";2.49951430240414;16.4958454072473;1.84821066140544;16.9804069720323;1.8779532379197;17.3469661632255
"111";2.38990531416047;16.1908429183864;1.79645317607501;16.8363844598651;1.80940807544844;17.1562295686441
"114";2.25669273700886;15.8090746823051;1.73571340966148;16.6623129571623;1.74644585065941;16.975788817392
"117";2.12381326157816;15.4166750025802;1.68486049013533;16.512141764279;1.69113278824553;16.8124466014067
"120";1.996565914381;15.0292034914597;1.63279526989794;16.3536018024915;1.63348249341605;16.6368999409368
"123";1.89578834170172;14.7124855250026;1.59038932633369;16.2203308389796;1.57525470551811;16.4539049939061
"126";1.80221375767486;14.4086166068311;1.54164662958389;16.0620465069234;1.52234630473103;16.2820931854267
"129";1.70387929395514;14.0781904210708;1.49307215248935;15.8988252050063;1.47516768478232;16.1235622813124
"132";1.59297887623726;13.6919113255802;1.43803999549377;15.7071417806821;1.43125486623212;15.9706088102699
"135";1.47929785798992;13.2805931770559;1.37959982408447;15.4956948436814;1.37462705409597;15.7657193115485
"138";1.36207850927117;12.8388897373357;1.31645310787719;15.2577467398857;1.31827267463983;15.5533659456482
"141";1.24842855676105;12.391481705359;1.25454247023729;15.0140218994163;1.2563638651793;15.3096483022089
"144";1.13678482049621;11.9305509173736;1.19348336192673;14.7619341079391;1.19843283875497;15.0704750664151
"147";1.03043971923216;11.4679195097955;1.13660404954976;14.5144929373139;1.13300364840386;14.7858394972255
"150";0.925420763290183;10.9836870059612;1.07356761147872;14.2238378649401;1.06622881418902;14.477947032718
"153";0.826850676646893;10.4983707047426;1.0061296471329;13.8918026143628;0.993822425477445;14.1214494181702
"156";0.738789927945911;10.0309515013737;0.925524444967042;13.4639568381284;0.919178023912726;13.725243080727
"159";0.662869982544458;9.59100867440241;0.839247912465364;12.9639993973089;0.836969782951785;13.2488606790083
"162";0.594835968534122;9.15316171544092;0.740700984076666;12.3297802712195;0.743957590319314;12.6502614888403
"165";0.533480965969593;8.70385360068394;0.636175608728123;11.5643316952419;0.638929508889074;11.8811315517283
"168";0.475321860070618;8.20124290138878;0.528039021254868;10.629815852723;0.529567252590283;10.9360234854125
"171";0.413300826023417;7.52992036622347;0.430617006403335;9.57530918420684;0.430724683908154;9.86614058504942
"174";0.328455358445061;6.24328684404677;0.305989316428724;7.685400762585;0.302632978983098;7.92370233615721
"177";0.266197327026091;4.49147957535809;0.219424803999535;5.24966133061606;0.213036995828514;5.40266382982745
"180";0.266197327026091;2.60304870451959;0.219424803999535;2.53162334719772;0.213036995828513;2.56711529082481
"183";0.316767195393513;1.40890807035482;0.286689203063641;0.943263425603185;0.2829758440528;0.915601785499808
"186";0.370081164503122;0.841633506269794;0.351555182349354;0.253072454310097;0.349987263008162;0.202582775445066
"189";0.391724659624637;0.705280836609459;0.357377805804012;0.216390289622156;0.354550492357394;0.173834715090363
"192";0.410469500347379;0.628092920208998;0.362138019250403;0.196788578250834;0.358451264585097;0.157772029625965
"195";0.431438268418384;0.569403110010034;0.367301382393824;0.182336761060162;0.362966082753496;0.145135435025434
"198";0.45657395875463;0.521355391326447;0.374307550896655;0.168944233989306;0.368971373769846;0.13365611898093
"201";0.487005761038969;0.482687149314332;0.385201095465066;0.155102325652573;0.378389928263228;0.121688410294114
"204";0.52233904723976;0.454994875083409;0.404988827992898;0.139593796033928;0.397236637019355;0.106917403027484
"207";0.561235140018602;0.439460058404508;0.443952881986815;0.124031836139816;0.442731971746517;0.0887468970913261
"210";0.597438383487132;0.436320053140125;0.524635473523777;0.117034016665748;0.546514577112167;0.0797455509141436
"213";0.624891018370884;0.441093760650954;0.667238353424556;0.141831069543521;0.733486502000144;0.1122578866491
"216";0.639023777493945;0.446684493807846;0.875240541759935;0.224113992566647;0.996004438605908;0.216106520852366
"219";0.647185225810031;0.451478961808437;1.12067199914539;0.368293459642121;1.28716385507951;0.387149018616805
"222";0.661220184429935;0.462089312213147;1.36800597875634;0.55527656815951;1.56556959459586;0.597622204249165
"225";0.694121395779705;0.491897648499824;1.5994939837493;0.76500356653062;1.81203554976306;0.820919152095158
"228";0.751851852697957;0.551998305522828;1.81301606875933;0.987292082559483;2.03712540138937;1.05525036466654
"231";0.840314942053156;0.654964505946515;2.0216248411919;1.23010129065965;2.25254783219819;1.30599029866721
"234";0.958569803332231;0.805955674498723;2.22331063414322;1.48761944449041;2.46438952983595;1.57647580030696
"237";1.10173408041087;1.0037271661029;2.42653043843074;1.76835347002789;2.67455218910069;1.86680089711485
"240";1.25371819523538;1.22853397815802;2.61333857824454;2.0446701260546;2.89466767315057;2.19238400368072
"243";1.42511415516562;1.49781818519242;2.79739603895752;2.33384711352287;3.11753090736323;2.54252965079224
"246";1.62402780774165;1.82767982036068;2.96368273247537;2.60960294988788;3.31515861541521;2.87025878395297
"249";1.85526842999942;2.23039271412169;3.14753109628976;2.92978071918306;3.4866693693325;3.16895021345526
"252";2.09764048948401;2.67186510628271;3.34394517651299;3.2875422286353;3.65281873618948;3.47158558569398
"255";2.34202647830692;3.13588638140748;3.57246697505246;3.7214418022681;3.88266484559543;3.90799965870493
"258";2.59997791526986;3.64504134307471;3.79971852283326;4.17000008308813;4.13541930726028;4.40689662068883
"261";2.88173737788602;4.22188825878011;4.02389522402885;4.62895765440439;4.431616066883;5.01330105390237
"264";3.18664538105402;4.86815771015601;4.25562028903803;5.12011180279523;4.72720368301872;5.6398154271846
"267";3.5068679396635;5.56977070436199;4.51787195039949;5.69470958929189;5.07026470776585;6.39146788356805
"270";3.82223802638715;6.28316512104261;4.81301143132924;6.3623406256552;5.40562954369769;7.15009215256674
"273";4.13111009877309;7.00381192473462;5.15063748220273;7.15007495374013;5.80495504312538;8.08178093417891
"276";4.42180735770074;7.70282762708717;5.55752406079924;8.12848152201897;6.21112188024068;9.05845679953041
"279";4.71150562871873;8.42037266502677;6.02817164083974;9.29421452584267;6.65253946719647;10.1517909021689
"282";4.98392583214615;9.11513479862891;6.55601326282876;10.6403862373502;7.14870934222091;11.417189123975
"285";5.23522176145445;9.77489972119753;7.08709206872503;12.034707141053;7.73386084768228;12.9534752021231
"288";5.45132298662323;10.3589580821083;7.66098802189149;13.5857799287149;8.43284864947659;14.8426346434623
"291";5.6774639617873;10.9882272813197;8.20488281534361;15.0992440007726;9.0451567104432;16.5464682937578
"294";5.94761325033968;11.7624365907897;8.74738692341452;16.6539833567222;9.67192011122818;18.3426827584451
"297";6.29653289510548;12.7928136028304;9.2160456813861;18.0379559072777;10.2179899626047;19.955254106225
"300";6.67978609466586;13.9598296518592;9.67440190558537;19.4336626369969;10.7714895635071;21.6406749145187
"303";7.06855143117661;15.1816190196239;10.0617182790307;20.6508982868723;11.1513953777018;22.8346210844654
"306";7.4182238155376;16.3171257414036;10.4154890199597;21.7997137846361;11.4416724184351;23.7772506590978
"309";7.73488897657878;17.3811927771911;10.679563752377;22.687065007062;11.6342033765405;24.4241985115709
"312";8.0085792666764;18.3344879935575;10.9287788387091;23.5551102327877;11.8318469447796;25.1126141220797
"315";8.24528548674661;19.1909332091662;11.1120288079993;24.2181412229006;11.9955763805684;25.7050163491696
"318";8.44643623478808;19.9489051505168;11.2857467927599;24.8727416130984;12.1514923220033;26.2925354609185
"321";8.61800067433789;20.624306297291;11.4086180680939;25.3564514103265;12.2354393560661;26.6230114221551
"324";8.76738152329266;21.2410380076604;11.5349593869597;25.8780624348966;12.2973042279513;26.8784258780009
"327";8.89218167383203;21.7839541234355;11.6341889507857;26.3097392327982;12.3377729567502;27.0544763471302
"330";8.99222184735902;22.2452299309931;11.7175917114276;26.6943014982488;12.4260215284181;27.4613821903208
"333";9.06850543229574;22.6208171760279;11.7667773064367;26.9364700085542;12.5134385277371;27.8917855329359
"336";9.1209523445372;22.8992010678376;11.8033540207067;27.13061619625;12.6005232938589;28.3540243011347
"339";9.15999070158007;23.1254215302857;11.8327592814135;27.301014547497;12.6383795027884;28.5733944216845
"342";9.19045022521338;23.3214500902386;11.8595574052748;27.4734794124505;12.6556581404976;28.684594665945
"345";9.22180352078582;23.5510530490236;11.8833588457454;27.6477794678551;12.6577472655541;28.6998935136573
"348";9.24798589658148;23.7773210083475;11.9024329629225;27.812617892116;12.6665352243238;28.7758390089391
"351";9.26694747224063;23.9825632013839;11.9209558778787;28.0131119731658;12.6730479306196;28.8463332625169
"354";9.2781744798215;24.1528144206836;11.9325841875854;28.1894487122036;12.681857370667;28.9799234376919
"357";9.28388723362331;24.3135590411953;11.938082382968;28.3441561196862;12.6875428636525;29.1399009973899
"360";9.28388723362331;24.4915871168975;11.938082382968;28.4806185332835;12.6875428636525;29.3945828822645
