"Hs.Pf....1.14e.04";"U.Pf....1.14e.04";"Hs.Pf....5.70e.06";"U.Pf....5.70e.06";"Hs.Pf....2.28e.06";"U.Pf....2.28e.06"
"246";0.844291553288437;0.108785749786239;0.753379057734226;0.029105420387146;0.733961877681781;0.0195939793062897
"252";1.01600967009627;0.109322175751656;0.903995099095532;0.0269639660276527;0.877508201358228;0.0176235689625126
"258";1.2767572821924;0.12765196839671;1.16340630014294;0.0314428855157745;1.13451694203767;0.0204539955621563
"264";1.64579042648463;0.173122421652608;1.5659872087858;0.0467669404210852;1.54456382824107;0.0312529732794345
"270";2.13525696740327;0.267363339297329;2.13525696740327;0.0863915854257231;2.13525696740327;0.0611514881500828
"276";2.74823080179645;0.452419290352356;2.87945278619352;0.184953140467395;2.91672931211495;0.141400815371382
"282";3.47863643621244;0.798617235064721;3.79164793732102;0.41818651321727;3.88183553334566;0.346319980710596
"288";4.31239357386436;1.4033776282725;4.85239808531394;0.918274939816187;5.00941303674064;0.81520454022254
"294";5.22906309707077;2.37180246090769;6.03298437222608;1.85663438005937;6.26812891399167;1.73871635104697
"300";6.20355008024003;3.78172300689475;7.29833629089621;3.38280414832768;7.61982131427352;3.29023218694824
"306";7.20768037492389;5.65104754534526;8.60944160789078;5.55448865342877;9.02216824500569;5.5419922353794
"312";8.21161195707945;7.92578434454321;9.92532935475455;8.30762346587452;10.4308344643574;8.42788549032061
"318";9.18509548262139;10.4923927219158;11.2047522085336;11.4781275048844;11.8012698772441;11.7684478060365
"324";10.0986061117334;13.2044558987577;12.4076589261385;14.8507242191608;13.0902752743014;15.3274857794158
"330";10.9243605050645;15.9110314597154;13.4965048610722;18.2068215922744;14.2573944550656;18.8663108131801
"336";11.6372226277939;18.4788144441866;14.4374176017321;21.3583368686071;15.2661533910298;22.180838634501
"342";12.2154942345893;20.805438307309;15.2012162158085;24.1664172755658;16.0851451197596;25.1216115078435
"348";12.6415814341388;22.8240714642972;15.7642731759072;26.5472918262001;16.6889482866005;27.6000558107362
"354";12.902527072405;24.5009083732525;16.1092046253143;28.4671264954622;17.0588634576769;29.5827426191606
"360";12.9903991115819;25.828288637962;16.2253749919946;29.9293290168879;17.1834517690307;31.076899641682
