"Hs.Pf....1.14e.04";"U.Pf....1.14e.04";"Hs.Pf....5.70e.06";"U.Pf....5.70e.06";"Hs.Pf....2.28e.06";"U.Pf....2.28e.06"
"168";0.536944388564368;8.28946443783456;0.539517853109582;10.2960421746065;0.542284791958167;10.6533571286071
"174";0.41098362962148;6.33571733001278;0.410263146057797;8.29120342804678;0.410233599943452;8.60514277480071
"180";0.410983629621479;1.22175227393871;0.410263146057797;0.33257294500976;0.410233599943451;0.261093710722434
"186";0.457988797925968;0.717651135100867;0.423156852194798;0.194295981391642;0.420888641146472;0.146825033499251
"192";0.499823924875126;0.546414170927912;0.433594320090551;0.151573980851445;0.427988114735774;0.117765905600939
"198";0.559626193511624;0.435777125771052;0.44862862166446;0.123759806906891;0.441035029729956;0.0936284914813648
"204";0.658961850538499;0.36589982996308;0.497524322316555;0.0893643094544494;0.485313589760501;0.0624809043025873
"210";0.742281462415487;0.366332455889951;0.844200071127833;0.0911643768548878;0.932521495350654;0.0648029714642746
"216";0.732681481710193;0.361575115093558;1.55837599397436;0.445079489590078;1.75829244558753;0.47401981789854
"222";0.862553254077144;0.473521569577409;2.0874718671298;0.901147856120405;2.2947120162093;0.936401041719762
"228";1.15721389179389;0.812909847187452;2.53766023216354;1.41967199627297;2.76414308144826;1.47708880348743
"234";1.51458610582592;1.31019281764693;2.92451061806395;1.95797380450115;3.1272480059035;1.98234883303572
"240";1.87628718083244;1.88789882874962;3.26913120119715;2.50839899309693;3.59770869540838;2.7337648146155
"246";2.38425936120588;2.7917588579959;3.62521355479698;3.14199393977732;3.88146441838372;3.23866540952354
"252";2.80585220308538;3.61185007192371;3.84120513123467;3.56214527187607;4.25409876937123;3.96352154296781
"258";3.3491104694847;4.75276703035558;4.34701635901032;4.62441830705577;4.5183923321168;4.51857431692625
"264";3.82471415398164;5.82205877060345;4.59273706102951;5.17686801600819;5.08533919073677;5.79323137456248
"270";4.39239561554271;7.18062927595016;5.18191390547513;6.58688109111538;5.59944561403424;7.02358654836111
"276";4.91304933086825;8.50210050756809;5.50267472743737;7.40100415597854;6.07139288937172;8.22143596120739
"282";5.46513342818765;9.98513414078033;6.26026356025438;9.43607403875335;6.66094016187472;9.80510489450159
"288";6.01024709119112;11.5338905208907;7.13963541331299;11.9345121817455;7.65953202039886;12.6422664205845
"294";6.46921306989956;12.9140167005021;8.0255123300929;14.5983739525066;8.53787602754484;15.2834764779796
"300";6.77820462940976;13.8994499077042;9.19424547489205;18.3256875822652;9.98908153060107;19.9116485078332
"306";7.47376192044447;16.2607865755768;10.0762894579586;21.3201250308228;11.0366334803433;23.4679663874833
"312";8.18495686865124;18.8456882393045;10.8506087302918;24.1344576977762;11.7230492875066;25.962806046313
"318";8.72307471841725;20.9574813741243;11.378418431938;26.2057974701185;12.2481318766113;28.0234435207378
"324";9.11534713689905;22.6406540159275;11.7491297340399;27.7964551159454;12.5670018532786;29.3916590661896
"330";9.41181981204457;24.0581464529056;12.0306960919653;29.1426776056602;12.6666319509434;29.8680095759489
"336";9.56624559454801;24.905917662159;12.1630904891951;29.8695002671245;12.9215315366745;31.2673648295226
"342";9.65023689753546;25.4633201344907;12.2439259426576;30.4059591623842;12.9953531959274;31.7572771646768
"348";9.71505642927985;26.0388865660937;12.2737538242402;30.6708164808918;13.0191534665916;31.9686121818963
"354";9.73862583813413;26.4044660113796;12.3093453715548;31.2228684311371;13.0176420525714;31.9451690016916
"360";9.73862583813413;26.7796097412846;12.3093453715548;31.5031826957352;13.0176420525714;32.7619099308484
